Date,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Label,Description,TxHash
2021-10-23 18:46:17 UTC,,,34.54907919295,JOE,,AVAX,,,,,0x4a4ebb0a5c949b7adb57a6a7f747a529170d3d370e3d70e169cd86e805c03246
2021-10-23 18:46:37 UTC,2.674181113265,AVAX,,,0.00331715,AVAX,,,,,0x74c976859fea0743148d401768ada03ee1507baa1beee898ccf0ab41dff27c52
2021-10-23 18:46:37 UTC,,,65.0,JOE,,AVAX,,,,,0x74c976859fea0743148d401768ada03ee1507baa1beee898ccf0ab41dff27c52
2021-10-23 20:05:24 UTC,8.116552807162,AVAX,,,0.004831225000,AVAX,,,,,0x8ab7ccc410a99d12a1eb4a5e8a5698a66dca8f58826e50ae43d204d9c2ea63d4
2021-10-23 20:05:24 UTC,,,200.0000000000,JOE,,AVAX,,,,,0x8ab7ccc410a99d12a1eb4a5e8a5698a66dca8f58826e50ae43d204d9c2ea63d4
2021-10-23 20:06:14 UTC,12.18230503988,AVAX,,,0.004831225000,AVAX,,,,,0x7fbc4042d957814d82eeb077562987b5f000cd5e15dedc17ee31aed7a1411455
2021-10-23 20:06:14 UTC,,,300.0,JOE,,AVAX,,,,,0x7fbc4042d957814d82eeb077562987b5f000cd5e15dedc17ee31aed7a1411455
2021-10-30 12:54:39 UTC,13.13979368733,AVAX,,,0.003134,AVAX,,,,,0x77b1663e30406b1fd79e0a61f7c984a25be767cf9ce03f63feaef1ac30e9ff1d
2021-10-30 12:54:39 UTC,,,339.7922561078,JOE,,AVAX,,,,,0x77b1663e30406b1fd79e0a61f7c984a25be767cf9ce03f63feaef1ac30e9ff1d
2021-10-31 21:33:14 UTC,,,23935.68,TRACTOR,,AVAX,,,,,0xf79d90e39e9d75b845b5133626b69c8c3fe4a569840e73ff98e2ee4895abe0b3
2021-11-08 08:29:47 UTC,,,0.108307160000,AVAX,,AVAX,,,,,0x68e91f7eb40300247a242db3e7faa0c10a8dc67ebc1fd9b3431b730bfd67246a
2021-11-08 08:30:48 UTC,,,21.57846469,AVAX,,AVAX,,,,,0x49d26f52be427cee1cf990b9ef8e18630957ba1993e808815b7fd37d0a78cc17
2021-11-08 08:32:04 UTC,21.40000000000,AVAX,,,0.003134,AVAX,,,,,0xeaf3258691299f5e831dd0dad91bd3e545ea40e6f6202cae508450213824b1b5
2021-11-08 08:32:04 UTC,,,700.0124322929,JOE,,AVAX,,,,,0xeaf3258691299f5e831dd0dad91bd3e545ea40e6f6202cae508450213824b1b5
2021-11-08 08:33:17 UTC,,,867.9118899797,JOE,,AVAX,,,,,0x631acabacc059762e2e129fdc5f5110e69da780b0cd86a8424f305e2bb3614a2
2021-11-08 08:33:17 UTC,1000.000000000,JOE,,,0.001948275000,AVAX,,,,,0x631acabacc059762e2e129fdc5f5110e69da780b0cd86a8424f305e2bb3614a2
2021-11-08 08:34:04 UTC,,,43.31908908984,JOE,,AVAX,,,,,0xf5e32d1b8c43b8e9263d74a8583c9d6c4c30ed4bf4ef874ce91469746fd9e5fa
2021-11-08 08:36:57 UTC,,,0.004356170177,JOE,,AVAX,,,,,0x9a158debebf53eda6c7232aa984663d677053bfc0782d931c1176598ca94167b
2021-11-08 08:36:57 UTC,867.9118899797,JOE,,,0.004755339880,AVAX,,,,,0x9a158debebf53eda6c7232aa984663d677053bfc0782d931c1176598ca94167b
2021-11-08 12:11:12 UTC,,,26.57595408000,AVAX,,AVAX,,,,,0x8fc81f9c60ed48ae18ece57994762a1958be7dfc3e9c63b20318af8bec7c7307
2021-11-08 12:12:28 UTC,22.942,AVAX,,,0.012795125657,AVAX,,,,,0x30a8796952cc1e60e3fad3556786fca8eea72c7a57b16dc61697e860019db0ab
2021-11-08 12:12:28 UTC,,,747.0729118611,JOE,,AVAX,,,,,0x30a8796952cc1e60e3fad3556786fca8eea72c7a57b16dc61697e860019db0ab
2021-11-17 21:22:33 UTC,,,28.10259260265,JOE,,AVAX,,,,,0xf72b75bcdaa6041b359bb0d969b915514e4cf4beec71714f6688f7f16de13f2d
2021-11-18 16:55:22 UTC,,,0.0625,GRO,,AVAX,,,,,0x0f0f329c62b5d8c1eb51d3b673e55100ebb51e5a173ea8c268144ad378087337
2021-11-20 08:05:39 UTC,750.0,JOE,,,0.003539525000,AVAX,,,,,0x8d843706487757a7f881ca7930118ea1a8cc3531c248c9a331e0448df0d91d25
2021-11-20 08:06:40 UTC,1.0,AVAX,,,0.000528405098,AVAX,,,,,0x4f2e58828b5f7e6af6c39898e27588084136b5f7355154c642d0403ff7300c2a
2021-11-20 08:08:47 UTC,19.0,AVAX,,,0.000525000000,AVAX,,,,,0x08af85d1f00097a23c4ec55583771a5b58cf7b02b17a3610826314f9afec33de
2021-11-20 12:51:00 UTC,8.190413629720,AVAX,,,0.00331715,AVAX,,,,,0xc77db45cffce066d3f0152febe3eef383830581ea9a1669febaf230f62af686d
2021-11-20 12:51:00 UTC,,,250.0000000000,JOE,,AVAX,,,,,0xc77db45cffce066d3f0152febe3eef383830581ea9a1669febaf230f62af686d
2021-11-24 16:39:28 UTC,,,17.20430108,AVAX,,AVAX,,,,,0x534e6994ba787d497ef5f6e3d51c80c081f59730c6e997a1153fc2ea07393478
2021-11-24 16:56:15 UTC,16.94,AVAX,,,0.006748051779,AVAX,,,,,0x6aba7dedd87070e04d2f663565b62bd38d3f0e29ef4a43f2f82072713dc0157a
2021-11-24 16:56:15 UTC,,,574.4380296917,JOE,,AVAX,,,,,0x6aba7dedd87070e04d2f663565b62bd38d3f0e29ef4a43f2f82072713dc0157a
2021-11-30 07:57:39 UTC,,,84.64118747257,JOE,,AVAX,,,,,0xcaf6a080140beedd32c9ece671cdc6e72f8d25b9034939f898ba00c91073ee7d
2021-11-30 07:57:39 UTC,100.0000000000,JOE,,,0.001948275000,AVAX,,,,,0xcaf6a080140beedd32c9ece671cdc6e72f8d25b9034939f898ba00c91073ee7d
2021-12-03 08:37:26 UTC,469.0000000000,JOE,,,0.004787975000,AVAX,,,,,0xc8f27181b0acd591f3a7625ee241888c666ecec5a597725eeff4a7000ae141ee
2021-12-03 15:53:10 UTC,12.0,AVAX,,,0.000525000000,AVAX,,,,,0x96a81ceddf14b4c097c3ab9860d88ab6701ccdcf22dc606c85e54897deb0c6ca
2021-12-04 06:01:55 UTC,1500.0,JOE,,,0.036872999424,AVAX,,,,,0x0c899e27761cc2e9853ae09b553eb0c09b53c1a2257e6016090611019d660c23
2021-12-04 06:02:44 UTC,,,55.00639729860,JOE,,AVAX,,,,,0x5ed221576e99c5f63621d3dba071fbb1e7b674585c963a214c84a06cd1d3177f
2021-12-04 06:03:29 UTC,,,0.001408407818,JOE,,AVAX,,,,,0xa64b25369b6b5f8bf2effc8233d0def8d5027ab2d83dbca6c35618d7ad3e56a8
2021-12-04 06:03:29 UTC,,,1500.0,JOE,,AVAX,,,,,0xa64b25369b6b5f8bf2effc8233d0def8d5027ab2d83dbca6c35618d7ad3e56a8
