Date,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Label,Description,TxHash
2021-10-21 10:37:50 UTC,10.75,AVAX,202.2273748895,JOE,0.003134,AVAX,,,,,0x61494294a4d1516ed959ed0fc1dc95e6e3d7d54fb60c60eec49742a25e8d2ef8
2021-10-21 10:39:19 UTC,17.31000000000,AVAX,1500.789039485,TEDDY,0.003141775000,AVAX,,,,,0x3fd236340ab720ab195273c8e1a37faf0748922801960fa661316476845d32f9
2021-10-21 11:30:33 UTC,11.756,AVAX,239.1615608476,JOE,0.003134,AVAX,,,,,0x8cd93382b340bbf1ab1a70bcce744c123dab17a9213530564127021306057bb3
2021-10-21 11:40:54 UTC,1.0,AVAX,62.572548,USDC.e,0.004028273194,AVAX,,,,,0x17dc4ad0ce503d434c94212c0d70a80c2cb04563c6abb2dc5d2cb6c444a1cfa9
2021-10-21 11:42:52 UTC,0.0,AVAX,3119.77096798,jUSDC,0.007777126113,AVAX,,,,,0x2f7c744d5cd499f083b127c99895d24bb4c07a10a0c38b8235672f32dcf50589
2021-10-21 11:52:39 UTC,14.68000000000,AVAX,299.9043500623,JOE,0.003389727423,AVAX,,,,,0x961d2f5014deebff44fab924c4470ee85514dccd4d8020862d0b0948d84a143f
2021-10-21 11:53:27 UTC,0.0,AVAX,652.3855573611,xJOE,0.001948875,AVAX,,,,,0x18a036eaa7113af85497c41d75b01e9151329fedd577f2d18733b1c1e49ddd27
2021-10-21 11:54:35 UTC,0.0,AVAX,0.577903858322,JOE,0.00271585,AVAX,,,,,0x36cf658cad434cf9ae28fa40274b804e48aefb021971d845752fbeff8e8600f9
2021-10-21 12:50:14 UTC,3.0,AVAX,92.06675,MIM,0.008845575000,AVAX,,,,,0x0d72ccefb9100478d53ff92aec858c29df8b65b0cf53d2068bcb6c8a4b748ddf
2021-10-21 18:05:29 UTC,9.760000000000,AVAX,200.0138425613,JOE,0.003134,AVAX,,,,,0xdc3134aef11379dc1659c5f3de86c1a4b47212057065480981a20fbceb60c5a2
2021-10-21 20:34:19 UTC,1.0,AVAX,1.0,avWAVAX,0.007908025,AVAX,,,,,0x789240de56f6d46094a0a7ab51acf93228b8f99d513581ddf780fa2b13c4870c
2021-10-21 20:37:22 UTC,0.0,AVAX,0.5,variableDebtvWAVAX,0.00966935,AVAX,,,,,0xe9d95691a656b9176bd0f0dae619db43fab28a54e944bcf4d1fe6214d767f50d
2021-10-21 20:41:26 UTC,0.0,AVAX,0.25,variableDebtvWAVAX,0.009241850000,AVAX,,,,,0xe3f3cc330742b100e267778a072048451424386f99b13aa1a7e6d018382317b8
2021-10-22 11:48:42 UTC,27.90000000000,AVAX,600.1415309502,JOE,0.003134,AVAX,,,,,0xff014a13c4930cfcbcad929263b44a8b0a7eaf712dcaa861a69d3a3bb91f9844
2021-10-23 18:46:17 UTC,0.0,AVAX,34.54907919295,JOE,0.0040359,AVAX,,,,,0x4a4ebb0a5c949b7adb57a6a7f747a529170d3d370e3d70e169cd86e805c03246
2021-10-23 18:46:37 UTC,2.674181113265,AVAX,65.0,JOE,0.00331715,AVAX,,,,,0x74c976859fea0743148d401768ada03ee1507baa1beee898ccf0ab41dff27c52
2021-10-23 20:05:24 UTC,8.116552807162,AVAX,200.0000000000,JOE,0.004831225000,AVAX,,,,,0x8ab7ccc410a99d12a1eb4a5e8a5698a66dca8f58826e50ae43d204d9c2ea63d4
2021-10-23 20:06:14 UTC,12.18230503988,AVAX,300.0,JOE,0.004831225000,AVAX,,,,,0x7fbc4042d957814d82eeb077562987b5f000cd5e15dedc17ee31aed7a1411455
2021-10-30 12:54:39 UTC,13.13979368733,AVAX,339.7922561078,JOE,0.003134,AVAX,,,,,0x77b1663e30406b1fd79e0a61f7c984a25be767cf9ce03f63feaef1ac30e9ff1d
2021-11-08 08:32:04 UTC,21.40000000000,AVAX,700.0124322929,JOE,0.003134,AVAX,,,,,0xeaf3258691299f5e831dd0dad91bd3e545ea40e6f6202cae508450213824b1b5
2021-11-08 08:33:17 UTC,0.0,AVAX,867.9118899797,xJOE,0.001948275000,AVAX,,,,,0x631acabacc059762e2e129fdc5f5110e69da780b0cd86a8424f305e2bb3614a2
2021-11-08 08:34:04 UTC,0.0,AVAX,43.31908908984,JOE,0.003985425,AVAX,,,,,0xf5e32d1b8c43b8e9263d74a8583c9d6c4c30ed4bf4ef874ce91469746fd9e5fa
2021-11-08 08:36:57 UTC,0.0,AVAX,0.004356170177,JOE,0.004755339880,AVAX,,,,,0x9a158debebf53eda6c7232aa984663d677053bfc0782d931c1176598ca94167b
2021-11-08 12:12:28 UTC,22.942,AVAX,747.0729118611,JOE,0.012795125657,AVAX,,,,,0x30a8796952cc1e60e3fad3556786fca8eea72c7a57b16dc61697e860019db0ab
2021-11-17 21:22:33 UTC,0.0,AVAX,28.10259260265,JOE,0.004044563992,AVAX,,,,,0xf72b75bcdaa6041b359bb0d969b915514e4cf4beec71714f6688f7f16de13f2d
2021-11-20 12:51:00 UTC,8.190413629720,AVAX,250.0000000000,JOE,0.00331715,AVAX,,,,,0xc77db45cffce066d3f0152febe3eef383830581ea9a1669febaf230f62af686d
2021-11-24 16:56:15 UTC,16.94,AVAX,574.4380296917,JOE,0.006748051779,AVAX,,,,,0x6aba7dedd87070e04d2f663565b62bd38d3f0e29ef4a43f2f82072713dc0157a
2021-11-30 07:57:39 UTC,0.0,AVAX,84.64118747257,xJOE,0.001948275000,AVAX,,,,,0xcaf6a080140beedd32c9ece671cdc6e72f8d25b9034939f898ba00c91073ee7d
2021-12-04 06:02:44 UTC,0.0,AVAX,55.00639729860,JOE,0.040972952886,AVAX,,,,,0x5ed221576e99c5f63621d3dba071fbb1e7b674585c963a214c84a06cd1d3177f
2021-12-04 06:03:29 UTC,0.0,AVAX,0.001408407818,JOE,0.041178687091,AVAX,,,,,0xa64b25369b6b5f8bf2effc8233d0def8d5027ab2d83dbca6c35618d7ad3e56a8
2021-12-04 06:03:29 UTC,0.0,AVAX,1500.0,xJOE,0.041178687091,AVAX,,,,,0xa64b25369b6b5f8bf2effc8233d0def8d5027ab2d83dbca6c35618d7ad3e56a8
2021-12-04 06:04:31 UTC,0.0,AVAX,1776.652495351,JOE,0.013222239771,AVAX,,,,,0x150137aa5ee4bb4f0403de21dbb70920dcf3e332c3b2932e894475e1c054a07c
2021-12-04 11:40:22 UTC,0.0,AVAX,0.392119208581,JOE,0.0040762,AVAX,,,,,0x2bf8ec1ec3b5d534116239201e7cc94b16899d964ad0d01775757b6f310fd885
2021-12-04 11:40:22 UTC,0.0,AVAX,1000.000000000,xJOE,0.0040762,AVAX,,,,,0x2bf8ec1ec3b5d534116239201e7cc94b16899d964ad0d01775757b6f310fd885
2021-12-04 11:41:27 UTC,0.0,AVAX,1184.434996901,JOE,0.0013377,AVAX,,,,,0xe91b84b35d49537a42bc950a2836b0496e8c0b3c9e21e391168d2dde6da9c6bb
2021-12-04 11:57:48 UTC,0.0,AVAX,0.011316390514,JOE,0.004075275000,AVAX,,,,,0x20431b3457873c8061ad1899098d8b3042eb3087af7b6e05713618696e1d87d0
2021-12-04 11:57:48 UTC,0.0,AVAX,1259.704377612,xJOE,0.004075275000,AVAX,,,,,0x20431b3457873c8061ad1899098d8b3042eb3087af7b6e05713618696e1d87d0
2021-12-04 11:58:16 UTC,0.0,AVAX,1592.289935215,JOE,0.001338300000,AVAX,,,,,0x5a6e75ed2f32df167de38a8c0f1a38ed8a6e9d2d8aef0b1710d044f0ab53ae23
2021-12-05 09:29:29 UTC,1.076501800020,AVAX,95.0,MIM,0.003742850000,AVAX,,,,,0x60f133450b50dfcbf67a7bb675a28ce0cc69af162b8cf6d1667d0e4b3f732474
